Federal organization,Fiscal year,Fleet type,GHG scope,Energy category,Fuel type,Fuel consumption (L),Energy use (GJ),Emissions (kt)
Correctional Service Canada,2017-18,on-road vehicles,1,liquified petroleum gas,propane,40.49998052,1.025054507,6.23838E-05
Employment and Social Development Canada,2017-18,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),34.70000643,1.174942218,0.000072386
Employment and Social Development Canada,2017-18,on-road vehicles,1,gasoline,gasoline,138904.2411,4861.648438,0.321806604
Environment and Climate Change Canada,2017-18,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,260062.2734,9960.385071,0.712194397
Environment and Climate Change Canada,2017-18,on-road vehicles,1,fuels with renewable content,biodiesel (5%),16923.49703,643.6598244,0.044077317
Environment and Climate Change Canada,2017-18,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),2179.000523,73.7809577,0.004545504
Environment and Climate Change Canada,2017-18,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),26.99999226,0.683369804,9.6066E-06
Environment and Climate Change Canada,2017-18,on-road vehicles,1,gasoline,gasoline,976947.1401,34193.1499,2.263342545
Environment and Climate Change Canada,2017-18,other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,5572.600502,213.4305992,0.014984019
Environment and Climate Change Canada,2017-18,other mobile equipment,1,fuels with renewable content,biodiesel (5%),18.70000006,0.711226452,4.77752E-05
Environment and Climate Change Canada,2017-18,other mobile equipment,1,fuels with renewable content,ethanol-blended gasoline (10%),185.7999323,6.291185707,0.000415356
Environment and Climate Change Canada,2017-18,other mobile equipment,1,gasoline,gasoline,58975.817,2064.153595,0.145446082
Fisheries and Oceans Canada,2017-18,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,593897.968,22746.29218,1.626421772
Fisheries and Oceans Canada,2017-18,on-road vehicles,1,fuels with renewable content,biodiesel (20%),22492.00272,837.4672294,0.049535355
Fisheries and Oceans Canada,2017-18,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),2544.00035,86.13985185,0.005306911
Fisheries and Oceans Canada,2017-18,on-road vehicles,1,gasoline,gasoline,2254013.138,78890.45983,5.221986282
Fisheries and Oceans Canada,2017-18,on-road vehicles,1,liquified petroleum gas,propane,1166.999642,29.53676094,0.001797577
Fisheries and Oceans Canada,2017-18,on-road vehicles,1,natural gas,compressed natural gas,908.1668416,0.03451034,1.95544E-06
Health Canada,2017-18,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,6499.998277,248.949934,0.017800598
Health Canada,2017-18,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),8620.996301,291.9069347,0.017983835
Health Canada,2017-18,on-road vehicles,1,gasoline,gasoline,906497.2726,31727.40454,2.100126205
"Immigration, Refugees and Citizenship Canada",2017-18,on-road vehicles,1,gasoline,gasoline,21914.70246,767.0145862,0.050770884
Indigenous Services Canada,2017-18,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,1007.150016,38.57384561,0.002758134
Indigenous Services Canada,2017-18,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),263.7999884,6.676777706,0.00009386
Indigenous Services Canada,2017-18,on-road vehicles,1,gasoline,gasoline,183044.8341,6406.569192,0.424069275
"Innovation, Science and Economic Development Canada",2017-18,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,85117.19945,3259.988739,0.233098059
"Innovation, Science and Economic Development Canada",2017-18,on-road vehicles,1,fuels with renewable content,biodiesel (20%),1787.399896,66.55204773,0.003936487
"Innovation, Science and Economic Development Canada",2017-18,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),4256.710806,144.1322279,0.008879711
"Innovation, Science and Economic Development Canada",2017-18,on-road vehicles,1,gasoline,gasoline,359530.8228,12583.5788,0.832943165
National Defence,2017-18,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,5652784.076,216501.6301,15.4804573
National Defence,2017-18,on-road vehicles,1,fuels with renewable content,biodiesel (5%),494453.9242,18805.81333,1.287807662
National Defence,2017-18,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),1603170.092,54283.33932,3.344292791
National Defence,2017-18,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),14477.99644,366.4380898,0.005151271
National Defence,2017-18,on-road vehicles,1,gasoline,gasoline,4167841.851,145874.4648,9.655846841
National Defence,2017-18,on-road vehicles,1,liquified petroleum gas,propane,35583.99676,900.6309581,0.054811455
National Defence,2017-18,on-road vehicles,1,natural gas,compressed natural gas,35223.16983,1.338480454,7.58414E-05
National Research Council Canada,2017-18,aircraft,1,aviation fuel,aviation gasoline,3430.998894,115.0070829,0.008534782
National Research Council Canada,2017-18,aircraft,1,aviation fuel,jet fuel,448260.8538,16764.95593,1.156346664
National Research Council Canada,2017-18,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,8888.873954,340.4438725,0.024342656
National Research Council Canada,2017-18,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),58066.57912,1966.134369,0.121129806
National Research Council Canada,2017-18,on-road vehicles,1,gasoline,gasoline,44645.48972,1562.59214,0.103432459
National Research Council Canada,2017-18,on-road vehicles,1,liquified petroleum gas,propane,43.50000139,1.100985035,6.70048E-05
Natural Resources Canada,2017-18,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,50668.00069,1940.584427,0.138757043
Natural Resources Canada,2017-18,on-road vehicles,1,fuels with renewable content,biodiesel (5%),3704.99893,140.9140768,0.00964969
Natural Resources Canada,2017-18,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),1668.899579,56.50893974,0.00348141
Natural Resources Canada,2017-18,on-road vehicles,1,gasoline,gasoline,256198.981,8966.964334,0.59354892
Natural Resources Canada,2017-18,on-road vehicles,1,liquified petroleum gas,propane,32.99999766,0.835229941,5.08312E-05
Parks Canada,2017-18,Marine Vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,39030.78124,1494.878922,0.105659494
Parks Canada,2017-18,Marine Vessels,1,gasoline,gasoline,358549.8426,12549.24449,0.835369307
Parks Canada,2017-18,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,1609547.084,61645.65332,4.407833221
Parks Canada,2017-18,on-road vehicles,1,fuels with renewable content,biodiesel (5%),652425.6063,24814.0293,1.699244827
Parks Canada,2017-18,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),843267.8908,28553.05078,1.759098984
Parks Canada,2017-18,on-road vehicles,1,gasoline,gasoline,1943660.645,68028.12256,4.502976563
Parks Canada,2017-18,on-road vehicles,1,liquified petroleum gas,propane,12357.81232,312.7762299,0.019035231
Parks Canada,2017-18,on-road vehicles,1,natural gas,compressed natural gas,21778.03905,0.827565484,4.68918E-05
Parks Canada,2017-18,other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,77337.71103,2962.034332,0.207951407
Parks Canada,2017-18,other mobile equipment,1,gasoline,gasoline,205054.1713,7176.895996,0.505704506
Public Services and Procurement Canada,2017-18,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,58671.98257,2247.136932,0.160676485
Public Services and Procurement Canada,2017-18,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),1821.999915,46.11481786,0.000648267
Public Services and Procurement Canada,2017-18,on-road vehicles,1,gasoline,gasoline,295549.0274,10344.21596,0.684713168
Royal Canadian Mounted Police,2017-18,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,17858.4,683.97672,0.048906193
Royal Canadian Mounted Police,2017-18,on-road vehicles,1,fuels with renewable content,biodiesel (20%),245,9.12135,0.000539577
Royal Canadian Mounted Police,2017-18,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),2530.1,64.036831,0.00090021
Royal Canadian Mounted Police,2017-18,on-road vehicles,1,gasoline,gasoline,457326.5,16006.4275,1.059511169
Transport Canada,2017-18,aircraft,1,aviation fuel,aviation gasoline,3953521.19,132522.0303,9.834583099
Transport Canada,2017-18,Marine Vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,14266661.87,553546.4805,39.65597266
Transport Canada,2017-18,Marine Vessels,1,gasoline,gasoline,1142.460258,39.98610902,0.002661766
Transport Canada,2017-18,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,120662.6624,4621.379972,0.330441132
Transport Canada,2017-18,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),74625.27826,1888.765793,0.026551686
Transport Canada,2017-18,on-road vehicles,1,gasoline,gasoline,576937.8638,20192.82523,1.336620942
Transport Canada,2017-18,other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,473804.3197,18146.70544,1.273999687
Transport Canada,2017-18,other mobile equipment,1,gasoline,gasoline,4138.999285,144.864975,0.0102076
Agriculture and Agri-Food Canada,2018-19,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,118166.9943,4525.795883,0.323606629
Agriculture and Agri-Food Canada,2018-19,on-road vehicles,1,fuels with renewable content,biodiesel (5%),31210.30761,1187.037234,0.08128733
Agriculture and Agri-Food Canada,2018-19,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),200171.0294,6777.791055,0.417566782
Agriculture and Agri-Food Canada,2018-19,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),2789.198782,70.59462118,0.000992397
Agriculture and Agri-Food Canada,2018-19,on-road vehicles,1,gasoline,gasoline,729575.6993,25535.14948,1.690244793
Agriculture and Agri-Food Canada,2018-19,on-road vehicles,1,liquified petroleum gas,propane,506.5999946,12.82204586,0.000780336
Agriculture and Agri-Food Canada,2018-19,other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,437323.3678,16749.48499,1.175907608
Agriculture and Agri-Food Canada,2018-19,other mobile equipment,1,fuels with renewable content,biodiesel (5%),141482.327,5381.068085,0.361462652
Agriculture and Agri-Food Canada,2018-19,other mobile equipment,1,fuels with renewable content,ethanol-blended gasoline (10%),10725.09634,363.151762,0.023975955
Agriculture and Agri-Food Canada,2018-19,other mobile equipment,1,gasoline,gasoline,26396.02618,923.8609161,0.065097897
Canada Border Services Agency,2018-19,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,71473.04416,2737.417591,0.195732758
Canada Border Services Agency,2018-19,on-road vehicles,1,fuels with renewable content,biodiesel (5%),4871.561099,185.282519,0.012687996
Canada Border Services Agency,2018-19,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),859.1999194,29.09250927,0.001792334
Canada Border Services Agency,2018-19,on-road vehicles,1,gasoline,gasoline,1652966.41,57853.82434,3.829509904
Canada Border Services Agency,2018-19,on-road vehicles,1,liquified petroleum gas,propane,84.10003076,2.128571779,0.000129543
Canada Revenue Agency,2018-19,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,7433.897076,284.718258,0.020358133
Canada Revenue Agency,2018-19,on-road vehicles,1,gasoline,gasoline,83880.49609,2935.817363,0.194330143
Canadian Food Inspection Agency,2018-19,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,498.2001757,19.08106673,0.001364348
Canadian Food Inspection Agency,2018-19,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),16152.29402,546.9166756,0.033694516
Canadian Food Inspection Agency,2018-19,on-road vehicles,1,gasoline,gasoline,1624277.065,56849.69727,3.763042114
Canadian Food Inspection Agency,2018-19,other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,21532.99735,824.7137985,0.057899546
Canadian Food Inspection Agency,2018-19,other mobile equipment,1,gasoline,gasoline,10007.00318,350.2451115,0.024679266
Canadian Space Agency,2018-19,on-road vehicles,1,gasoline,gasoline,8870.163073,310.4557076,0.020549952
Canadian Space Agency,2018-19,other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,2493.556585,95.50321722,0.00670486
Canadian Space Agency,2018-19,other mobile equipment,1,gasoline,gasoline,734.1626712,25.69569349,0.001810592
Correctional Service Canada,2018-19,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,36794.00691,1409.210464,0.100762332
Correctional Service Canada,2018-19,on-road vehicles,1,fuels with renewable content,biodiesel (5%),1877.000496,71.38889837,0.004888655
Correctional Service Canada,2018-19,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),1370.999613,46.4220469,0.002859975
Correctional Service Canada,2018-19,on-road vehicles,1,gasoline,gasoline,923664.2927,32328.25024,2.139897705
Crown-Indigenous Relations and Northern Affairs Canada,2018-19,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,261.199907,10.00395644,0.000715311
Crown-Indigenous Relations and Northern Affairs Canada,2018-19,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),55.99998919,1.896159634,0.000116819
Crown-Indigenous Relations and Northern Affairs Canada,2018-19,on-road vehicles,1,gasoline,gasoline,37323.9903,1306.339661,0.086470366
Employment and Social Development Canada,2018-19,on-road vehicles,1,gasoline,gasoline,134079.0213,4692.765747,0.310627493
Environment and Climate Change Canada,2018-19,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,262842.4566,10066.86609,0.719808212
Environment and Climate Change Canada,2018-19,on-road vehicles,1,fuels with renewable content,biodiesel (5%),13597.69855,517.1680679,0.035415255
Environment and Climate Change Canada,2018-19,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),1250.099777,42.32837844,0.002607772
Environment and Climate Change Canada,2018-19,on-road vehicles,1,gasoline,gasoline,905768.5756,31701.90015,2.098439758
Environment and Climate Change Canada,2018-19,on-road vehicles,1,liquified petroleum gas,propane,196.9000112,4.983539283,0.000303293
Environment and Climate Change Canada,2018-19,other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,17664.50479,676.5505333,0.047497624
Environment and Climate Change Canada,2018-19,other mobile equipment,1,gasoline,gasoline,47497.57124,1662.414993,0.117138547
Fisheries and Oceans Canada,2018-19,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,651266.0317,24943.48901,1.783526783
Fisheries and Oceans Canada,2018-19,on-road vehicles,1,fuels with renewable content,biodiesel (20%),17626.00133,656.2865334,0.038818695
Fisheries and Oceans Canada,2018-19,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),3256.999622,110.2820072,0.006794262
Fisheries and Oceans Canada,2018-19,on-road vehicles,1,gasoline,gasoline,2264132.159,79244.62556,5.245426864
Fisheries and Oceans Canada,2018-19,on-road vehicles,1,liquified petroleum gas,propane,935.0001223,23.6648531,0.001440218
Health Canada,2018-19,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,14165.99383,542.5575638,0.038794347
Health Canada,2018-19,on-road vehicles,1,fuels with renewable content,biodiesel (5%),381.9997971,14.52878928,0.00099492
Health Canada,2018-19,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),6994.000259,236.8168488,0.014589834
Health Canada,2018-19,on-road vehicles,1,gasoline,gasoline,275796.8785,9652.890747,0.638952873
"Immigration, Refugees and Citizenship Canada",2018-19,on-road vehicles,1,gasoline,gasoline,25890.19681,906.1568882,0.059981121
Indigenous Services Canada,2018-19,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,49.699997,1.903509885,0.000136106
Indigenous Services Canada,2018-19,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),273.3000147,9.253938496,0.000570117
Indigenous Services Canada,2018-19,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),2733.850575,69.19375804,0.000972704
Indigenous Services Canada,2018-19,on-road vehicles,1,gasoline,gasoline,797790.9973,27922.68491,1.848281612
"Innovation, Science and Economic Development Canada",2018-19,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,85803.98161,3286.292496,0.234978894
"Innovation, Science and Economic Development Canada",2018-19,on-road vehicles,1,fuels with renewable content,biodiesel (20%),2571.998903,95.76580715,0.005664455
"Innovation, Science and Economic Development Canada",2018-19,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),928.9998198,31.4559339,0.00193794
"Innovation, Science and Economic Development Canada",2018-19,on-road vehicles,1,gasoline,gasoline,359295.0977,12575.32842,0.832397292
"Innovation, Science and Economic Development Canada",2018-19,on-road vehicles,1,natural gas,compressed natural gas,36.24610077,0.001377352,0.000000078
National Defence,2018-19,on-road vehicles,1,aviation fuel,jet fuel,9323.000111,348.6802042,0.024049865
National Defence,2018-19,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,5791614.087,221818.8195,15.86064465
National Defence,2018-19,on-road vehicles,1,fuels with renewable content,biodiesel (5%),471760.0026,17942.68406,1.228700725
National Defence,2018-19,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),1558615.697,52774.72752,3.25135021
National Defence,2018-19,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),25035.98873,633.6608748,0.008907808
National Defence,2018-19,on-road vehicles,1,gasoline,gasoline,4459716.09,156090.0632,10.33204581
National Defence,2018-19,on-road vehicles,1,liquified petroleum gas,propane,33990.99335,860.3120416,0.0523577
National Research Council Canada,2018-19,aircraft,1,aviation fuel,aviation gasoline,13402.00281,449.2351341,0.033338158
National Research Council Canada,2018-19,aircraft,1,aviation fuel,jet fuel,439913.007,16452.74646,1.134811218
National Research Council Canada,2018-19,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,7598.400863,291.0187531,0.020808628
National Research Council Canada,2018-19,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),58760.59445,1989.633728,0.122577539
National Research Council Canada,2018-19,on-road vehicles,1,gasoline,gasoline,43691.1462,1529.190117,0.10122143
National Research Council Canada,2018-19,on-road vehicles,1,liquified petroleum gas,propane,61.3999942,1.554033853,9.45769E-05
Natural Resources Canada,2018-19,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,43809.29812,1677.896118,0.119974099
Natural Resources Canada,2018-19,on-road vehicles,1,fuels with renewable content,biodiesel (5%),4337.700417,164.9779288,0.011297557
Natural Resources Canada,2018-19,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),504.7999943,17.09252781,0.001053038
Natural Resources Canada,2018-19,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),172.8899644,4.375845,6.15143E-05
Natural Resources Canada,2018-19,on-road vehicles,1,gasoline,gasoline,294839.5306,10319.38357,0.683069441
Parks Canada,2018-19,Marine Vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,145607.9721,5576.785332,0.394172444
Parks Canada,2018-19,Marine Vessels,1,gasoline,gasoline,220017.7912,7700.622692,0.512609523
Parks Canada,2018-19,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,1215668.512,46560.104,3.329172913
Parks Canada,2018-19,on-road vehicles,1,fuels with renewable content,biodiesel (5%),691013.0195,26281.64368,1.799746246
Parks Canada,2018-19,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),887210.9825,30040.96387,1.850766144
Parks Canada,2018-19,on-road vehicles,1,gasoline,gasoline,2191714.69,76710.01416,5.077655151
Parks Canada,2018-19,on-road vehicles,1,liquified petroleum gas,propane,8724.716877,220.8225842,0.013439034
Parks Canada,2018-19,other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,427474.1134,16372.25854,1.149424011
Parks Canada,2018-19,other mobile equipment,1,gasoline,gasoline,265928.5313,9307.498596,0.655833012
Public Services and Procurement Canada,2018-19,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,62473.2883,2392.726942,0.171086543
Public Services and Procurement Canada,2018-19,on-road vehicles,1,fuels with renewable content,biodiesel (20%),2206.600448,82.16056108,0.004859714
Public Services and Procurement Canada,2018-19,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),551.6999288,18.68055959,0.001150874
Public Services and Procurement Canada,2018-19,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),332.4999123,8.415572781,0.000118303
Public Services and Procurement Canada,2018-19,on-road vehicles,1,gasoline,gasoline,276029.6072,9661.036252,0.639491703
Royal Canadian Mounted Police,2018-19,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,90618.13673,3470.674637,0.24816267
Royal Canadian Mounted Police,2018-19,on-road vehicles,1,fuels with renewable content,biodiesel (5%),4655.149113,177.0516138,0.012124361
Royal Canadian Mounted Police,2018-19,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),7178.730663,243.0718203,0.014975191
Royal Canadian Mounted Police,2018-19,on-road vehicles,1,gasoline,gasoline,1053258.538,36864.04883,2.440135773
Royal Canadian Mounted Police,2018-19,on-road vehicles,1,natural gas,compressed natural gas,61.21568042,0.002326196,1.31808E-07
Shared Services Canada,2018-19,on-road vehicles,1,gasoline,gasoline,292000.075,10220.00262,0.676491112
Transport Canada,2018-19,aircraft,1,aviation fuel,jet fuel,3806213.917,142352.4005,9.818612167
Transport Canada,2018-19,Marine Vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,10432081.43,399548.7188,28.24048438
Transport Canada,2018-19,Marine Vessels,1,gasoline,gasoline,3027625.184,105966.8814,7.053925986
Transport Canada,2018-19,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,41634.80734,1594.613121,0.114019168
Transport Canada,2018-19,on-road vehicles,1,fuels with renewable content,biodiesel (5%),6019.998768,228.9616231,0.015679107
Transport Canada,2018-19,on-road vehicles,1,gasoline,gasoline,537637.6501,18817.31775,1.245572398
Transport Canada,2018-19,other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,722512.905,27672.24426,1.942746605
Transport Canada,2018-19,other mobile equipment,1,gasoline,gasoline,16165.84544,565.8045902,0.039868208
Transport Canada,2018-19,other mobile equipment,1,liquified petroleum gas,propane,1300.499706,32.91564755,0.002003212
Agriculture and Agri-Food Canada,2019-20,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,129728.9585,4968.61911,0.355269848
Agriculture and Agri-Food Canada,2019-20,on-road vehicles,1,fuels with renewable content,biodiesel (5%),17897.49497,680.704375,0.046614117
Agriculture and Agri-Food Canada,2019-20,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),207732.9728,7033.838458,0.433341242
Agriculture and Agri-Food Canada,2019-20,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),795.0002052,20.12145519,0.000282861
Agriculture and Agri-Food Canada,2019-20,on-road vehicles,1,gasoline,gasoline,670860.0813,23480.10284,1.554214989
Agriculture and Agri-Food Canada,2019-20,on-road vehicles,1,liquified petroleum gas,propane,133.0000028,3.366230071,0.000204865
Agriculture and Agri-Food Canada,2019-20,other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,530374.8451,20313.35657,1.426111038
Agriculture and Agri-Food Canada,2019-20,other mobile equipment,1,fuels with renewable content,biodiesel (5%),52863.68244,2010.590866,0.135057415
Agriculture and Agri-Food Canada,2019-20,other mobile equipment,1,fuels with renewable content,ethanol-blended gasoline (10%),57710.30622,1954.070969,0.129011393
Agriculture and Agri-Food Canada,2019-20,other mobile equipment,1,gasoline,gasoline,41386.68801,1448.534081,0.102067841
Agriculture and Agri-Food Canada,2019-20,other mobile equipment,1,liquified petroleum gas,propane,100.0000154,2.531000391,0.000154034
Canada Border Services Agency,2019-20,Marine Vessels,1,gasoline,gasoline,642.5999301,22.49099755,0.001497165
Canada Border Services Agency,2019-20,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,73951.05987,2832.325593,0.202519032
Canada Border Services Agency,2019-20,on-road vehicles,1,fuels with renewable content,biodiesel (5%),4263.100218,162.1406221,0.011103259
Canada Border Services Agency,2019-20,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),453.0998954,15.34196246,0.000945189
Canada Border Services Agency,2019-20,on-road vehicles,1,gasoline,gasoline,1758592.162,61550.72566,4.074217684
Canada Border Services Agency,2019-20,on-road vehicles,1,liquified petroleum gas,propane,69.39999109,1.756513774,0.0001069
Canada Revenue Agency,2019-20,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,6462.999953,247.5328982,0.017699277
Canada Revenue Agency,2019-20,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),33.40001126,1.130924381,6.96741E-05
Canada Revenue Agency,2019-20,on-road vehicles,1,gasoline,gasoline,82240.30473,2878.410666,0.190530209
Canadian Food Inspection Agency,2019-20,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),6380.998425,216.0606067,0.013311081
Canadian Food Inspection Agency,2019-20,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),3692.000006,93.44452015,0.001313614
Canadian Food Inspection Agency,2019-20,on-road vehicles,1,gasoline,gasoline,1522739.839,53295.89438,3.527806355
Canadian Food Inspection Agency,2019-20,other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,21285.00557,815.2157135,0.057232696
Canadian Food Inspection Agency,2019-20,other mobile equipment,1,gasoline,gasoline,8921.000344,312.2350121,0.02200098
Canadian Space Agency,2019-20,on-road vehicles,1,gasoline,gasoline,10638.98588,372.3645058,0.024647872
Canadian Space Agency,2019-20,other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,2200.665997,84.28550768,0.005917314
Canadian Space Agency,2019-20,other mobile equipment,1,gasoline,gasoline,548.9368677,19.21279037,0.001353788
Correctional Service Canada,2019-20,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,62803.42082,2405.371017,0.171990509
Correctional Service Canada,2019-20,on-road vehicles,1,fuels with renewable content,biodiesel (5%),2265.200418,86.15350008,0.005899721
Correctional Service Canada,2019-20,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),1352.999982,45.81257939,0.002822426
